recent_quakes_7d,recent_quakes_30d,max_mag_7d,max_mag_30d,energy_index_30d,depth_avg_30d,dist_to_fault_km,seismic_zone,label,lat,lon,date
2,13,4.2,4.7,23654.1,147.6,1060.6,2,1,37.4628,72.0998,2015-09-20
0,1,0.0,4.4,1995.26,29.3,125.1,5,1,7.5512,93.9038,2015-09-19
0,2,0.0,4.5,3559.88,78.1,80.9,5,1,24.5969,94.6668,2015-09-17
0,2,0.0,4.2,1834.23,40.6,929.2,2,1,37.6844,77.9713,2015-09-17
1,3,4.6,4.6,5685.69,53.2,663.7,2,1,35.3339,78.5062,2015-09-16
0,2,0.0,4.3,2867.31,74.8,667.8,2,1,35.3587,78.4343,2015-09-15
7,15,4.4,4.7,24402.49,146.4,1053.3,2,1,37.2345,71.4872,2015-09-10
7,12,4.4,4.7,18640.3,142.8,949.8,2,1,36.0086,70.4897,2015-09-09
1,2,4.1,4.5,3559.88,78.0,95.1,5,1,24.5826,94.8224,2015-09-03
3,13,4.7,5.9,49025.88,154.1,979.0,2,1,36.4509,71.0755,2015-09-01
0,7,0.0,5.0,16212.19,9.0,36.9,3,1,27.6519,85.6673,2015-08-30
3,8,4.3,5.9,39323.35,141.2,1056.6,2,1,37.2753,71.5439,2015-08-26
1,1,4.6,4.6,2818.38,10.0,131.1,2,1,5.017,93.3168,2015-08-25
0,0,0.0,0.0,0.0,35.0,118.6,2,1,5.4375,93.4054,2015-08-23
1,6,4.2,4.7,10588.77,8.8,38.1,3,1,27.8355,86.0795,2015-08-23
0,2,0.0,5.2,13566.7,35.3,13.3,2,1,4.3967,95.4397,2015-08-19
0,1,0.0,4.2,1412.54,30.2,34.2,5,1,13.257,93.6061,2015-08-16
1,2,4.5,5.0,7994.79,15.4,108.5,2,1,18.3756,95.7085,2015-08-16
3,5,4.6,4.6,6667.98,9.4,23.1,3,1,27.7023,85.9473,2015-08-15
0,1,0.0,5.1,6683.44,17.0,731.1,2,1,34.6642,73.3111,2015-08-14
2,4,4.2,4.2,3849.59,9.3,11.4,3,1,27.5691,86.086,2015-08-14
3,14,4.9,5.1,48579.2,29.2,430.6,2,1,30.3746,94.8333,2015-08-13
0,1,0.0,4.2,1412.54,59.7,95.8,5,1,24.6339,94.8588,2015-08-12
2,13,4.8,5.1,43847.68,28.8,425.9,2,1,30.3421,94.8676,2015-08-11
0,1,0.0,5.0,5623.41,9.5,84.9,2,1,18.4281,95.9666,2015-08-10
5,16,4.7,4.7,27452.67,159.9,984.1,2,1,36.5326,71.2147,2015-08-10
3,12,4.8,5.1,41476.31,28.3,421.2,2,1,30.3637,95.0135,2015-08-07
4,11,4.9,5.1,37495.24,27.9,426.9,2,1,30.3636,94.8898,2015-08-06
0,2,0.0,4.1,2377.0,16.7,696.4,2,1,35.6223,81.5677,2015-08-05
1,18,4.4,4.7,26673.26,165.6,984.7,2,1,36.4995,71.0542,2015-08-04
0,0,0.0,0.0,0.0,35.0,98.5,5,1,11.7006,92.3479,2015-08-03
0,2,0.0,5.3,17383.89,29.0,46.5,2,1,4.6798,95.1216,2015-08-03
0,2,0.0,5.3,11119.41,17.6,477.0,2,1,27.3983,65.9087,2015-08-03
3,9,4.9,5.1,32325.66,26.9,423.4,2,1,30.3447,94.9251,2015-08-02
2,8,4.9,5.1,29954.29,25.8,412.5,2,1,30.2889,95.0443,2015-07-31
1,7,4.9,5.1,25222.78,28.0,428.8,2,1,30.3779,94.8784,2015-07-31
2,6,4.7,5.1,20491.27,27.3,426.4,2,1,30.3325,94.8379,2015-07-28
2,21,4.1,5.5,40886.15,165.5,1000.0,2,1,36.7367,71.4692,2015-07-26
1,3,5.1,5.3,18495.42,17.5,592.8,2,1,33.3021,73.3002,2015-07-24
0,3,0.0,5.3,13224.52,32.8,652.7,2,1,33.8564,73.1926,2015-07-24
0,21,0.0,6.4,108050.88,14.7,907.2,2,1,37.4984,78.0652,2015-07-24
5,5,5.1,5.1,17141.61,30.8,425.0,2,1,30.3434,94.8889,2015-07-22
0,2,0.0,5.3,10629.11,31.2,24.7,2,1,5.0563,94.7158,2015-07-22
4,4,5.1,5.1,13791.96,30.0,427.4,2,1,30.3416,94.8353,2015-07-21
0,0,0.0,0.0,0.0,35.0,29.6,2,1,19.0777,96.2302,2015-07-21
2,2,5.1,5.1,7871.94,23.0,420.9,2,1,30.3218,94.9308,2015-07-20
0,0,0.0,0.0,0.0,35.0,431.4,2,1,30.4,94.8689,2015-07-18
1,2,4.3,4.4,3674.07,17.6,466.8,2,1,27.3323,65.985,2015-07-15
4,22,4.2,5.5,41377.7,165.0,919.8,2,1,35.8708,70.9958,2015-07-14
1,19,4.5,6.4,104491.01,13.5,939.4,2,1,37.7525,77.8219,2015-07-14
0,19,0.0,6.4,103308.14,12.3,901.1,2,1,37.4521,78.1263,2015-07-14
2,3,4.2,5.3,12265.68,44.4,686.5,5,1,34.3654,73.738,2015-07-14
0,0,0.0,0.0,0.0,35.0,76.8,5,1,26.4644,96.5118,2015-07-13
0,1,0.0,4.1,1188.5,28.2,26.0,2,1,4.9946,94.7348,2015-07-08
1,2,4.8,5.2,11924.35,49.7,86.8,5,1,12.9416,93.2393,2015-07-04
4,17,4.7,4.8,30232.56,10.6,110.6,3,1,27.7236,84.9064,2015-07-03
1,1,4.8,4.8,3981.07,10.0,209.5,2,1,11.4234,95.032,2015-07-03
11,11,6.4,6.4,90082.34,10.9,893.3,2,1,37.3915,78.1928,2015-07-03
9,9,6.4,6.4,86298.42,11.1,914.3,2,1,37.5548,78.0162,2015-07-03
0,0,0.0,0.0,0.0,35.0,197.0,2,1,11.4867,94.9322,2015-07-03
6,6,6.4,6.4,80347.73,11.7,903.8,2,1,37.4606,78.0286,2015-07-03
5,5,6.4,6.4,77529.35,12.0,898.0,2,1,37.3901,77.934,2015-07-03
4,4,6.4,6.4,74179.69,12.5,909.1,2,1,37.5234,78.1121,2015-07-03
3,3,6.4,6.4,71808.32,13.3,922.8,2,1,37.6516,78.1287,2015-07-03
2,2,6.4,6.4,67827.25,15.0,915.7,2,1,37.5644,77.9969,2015-07-03
1,1,6.4,6.4,63095.73,20.0,885.6,2,1,37.3086,78.1194,2015-07-03
0,0,0.0,0.0,0.0,35.0,901.4,2,1,37.4593,78.1542,2015-07-03
0,1,0.0,5.2,7943.28,48.6,67.3,5,1,13.1543,93.2895,2015-07-03
0,0,0.0,0.0,0.0,35.0,696.4,5,1,34.4513,73.7102,2015-07-02
1,1,5.1,5.1,6683.44,26.0,144.4,5,1,27.2728,91.2869,2015-07-01
0,0,0.0,0.0,0.0,35.0,104.5,4,1,29.5553,81.1306,2016-06-29
0,0,0.0,0.0,0.0,35.0,201.3,2,1,28.7638,87.4704,2016-06-27
0,0,0.0,0.0,0.0,35.0,588.6,2,1,32.1823,69.6512,2016-06-27
0,0,0.0,0.0,0.0,35.0,148.9,5,1,22.7084,92.0667,2016-06-27
2,15,5.3,5.3,36955.92,153.0,1014.6,2,1,36.5089,70.0964,2016-06-26
2,14,5.3,5.3,34584.55,151.0,999.9,2,1,36.6911,71.2619,2016-06-24
3,13,4.4,4.8,25143.94,145.6,991.7,2,1,36.4695,70.6894,2016-06-23
0,1,0.0,4.3,1678.8,40.6,117.8,5,1,22.6845,94.6296,2016-06-22
0,0,0.0,0.0,0.0,35.0,789.4,5,1,35.444,74.255,2016-06-21
0,0,0.0,0.0,0.0,35.0,101.0,2,1,20.5353,93.9691,2016-06-20
1,12,4.7,4.7,21745.59,148.4,963.6,2,1,36.0916,70.3346,2016-06-15
3,13,4.6,4.6,21955.81,158.2,971.5,2,1,36.4178,71.2307,2016-06-11
0,0,0.0,0.0,0.0,35.0,36.4,5,1,25.7858,95.2245,2016-06-11
2,10,4.5,4.5,16760.43,157.4,1080.2,2,1,37.563,71.8189,2016-06-10
0,0,0.0,0.0,0.0,35.0,1094.2,2,1,37.9035,72.5251,2016-06-06
0,0,0.0,0.0,0.0,35.0,53.8,2,1,18.5171,96.5261,2016-06-02
1,10,4.5,4.5,16535.5,143.6,957.8,2,1,35.8184,69.7339,2016-05-31
3,13,4.4,4.6,22161.53,171.1,945.4,2,1,36.0664,70.8256,2016-05-29
1,6,4.3,4.5,10829.35,17.9,80.2,2,1,28.0097,85.4237,2016-05-28
0,0,0.0,0.0,0.0,35.0,72.7,5,1,26.5252,96.4968,2016-05-27
4,5,5.4,5.4,16780.06,12.5,181.4,2,1,28.5654,87.4796,2016-05-22
3,4,4.5,4.5,5559.88,13.3,168.1,4,1,28.4538,87.5326,2016-05-22
1,2,4.0,4.1,2188.5,17.9,171.2,4,1,28.4767,87.5067,2016-05-22
0,3,0.0,4.2,4013.58,75.4,51.7,5,1,22.7638,93.9152,2016-05-19
0,4,0.0,5.2,15931.24,20.0,598.2,2,1,32.1179,95.0925,2016-05-18
1,1,4.9,4.9,4731.51,54.0,275.6,2,1,26.0846,99.575,2016-05-17
0,0,0.0,0.0,0.0,35.0,269.6,2,1,26.0476,99.492,2016-05-17
5,17,4.5,5.1,37073.33,150.6,988.7,2,1,36.4865,70.8555,2016-05-15
2,2,5.2,5.2,11292.94,10.0,689.9,2,1,30.659,66.3878,2016-05-13
1,1,5.2,5.2,7943.28,10.0,685.4,2,1,30.6507,66.4361,2016-05-13
0,0,0.0,0.0,0.0,35.0,686.9,2,1,30.6598,66.4243,2016-05-13
0,0,0.0,0.0,0.0,35.0,239.2,2,1,4.0057,92.5863,2016-05-12
1,3,4.1,6.9,153630.45,74.7,86.1,5,1,24.2716,94.3125,2016-05-12
5,20,4.6,5.1,41293.52,143.7,950.9,2,1,36.2179,71.2012,2016-05-12
2,2,4.5,4.5,3783.91,24.8,74.2,2,1,28.0545,84.5639,2016-05-11
1,2,4.2,4.3,3091.34,24.7,109.9,3,1,27.9448,84.9277,2016-05-11
0,2,0.0,4.8,6799.45,13.0,590.1,2,1,32.0221,95.0268,2016-05-11
1,2,4.3,4.3,3357.61,16.3,185.4,2,1,11.3506,91.5047,2016-05-09
0,0,0.0,0.0,0.0,35.0,743.4,2,1,34.7921,86.6563,2016-05-08
4,25,4.6,6.6,138474.34,135.4,1014.6,2,1,36.8594,71.406,2016-05-05
3,22,4.4,6.6,128316.01,134.2,1049.3,2,1,37.239,71.7137,2016-05-03
2,24,4.8,6.6,131013.67,141.7,1028.4,2,1,37.0018,71.4798,2016-04-24
1,1,4.8,4.8,3981.07,15.9,599.1,2,1,32.0743,94.9179,2016-04-23
0,0,0.0,0.0,0.0,35.0,585.0,2,1,31.9952,95.1012,2016-04-23
2,2,5.3,5.3,11435.87,26.4,145.7,5,1,9.9398,93.8287,2016-04-22
5,28,4.8,6.6,134019.3,144.1,948.6,2,1,36.1948,71.1964,2016-04-20
4,24,4.6,6.6,126661.22,142.4,1014.5,2,1,36.519,70.1303,2016-04-20
0,0,0.0,0.0,0.0,35.0,132.4,5,1,10.2153,93.6895,2016-04-19
0,0,0.0,0.0,0.0,35.0,141.2,5,1,12.9466,92.3335,2016-04-18
8,25,6.6,6.6,126297.61,149.9,946.5,2,1,36.0464,70.7199,2016-04-16
1,2,6.9,6.9,150812.07,99.3,104.0,5,1,23.816,94.1986,2016-04-14
0,0,0.0,0.0,0.0,35.0,182.1,2,1,12.5623,95.1787,2016-04-13
0,1,0.0,4.1,1188.5,62.6,154.8,5,1,23.0944,94.8654,2016-04-13
9,23,4.9,4.9,34559.0,157.3,979.8,2,1,36.4725,71.1311,2016-04-10
8,22,4.5,4.5,29827.48,161.0,1026.7,2,1,36.8983,71.0735,2016-04-08
6,18,4.4,4.4,24043.57,165.1,964.9,2,1,36.2347,70.7633,2016-04-08
0,2,0.0,4.6,3818.38,33.2,48.3,2,1,4.5503,95.0675,2016-04-06
0,1,0.0,4.0,1000.0,10.0,52.8,5,1,25.7595,90.5452,2016-04-05
0,2,0.0,5.6,17844.19,10.0,497.8,2,1,27.694,66.0465,2016-03-28
0,0,0.0,0.0,0.0,35.0,165.0,5,1,24.6302,96.1321,2016-03-23
0,0,0.0,0.0,0.0,35.0,502.5,2,1,27.7676,66.0962,2016-03-21
0,0,0.0,0.0,0.0,35.0,992.2,2,1,35.7108,99.2689,2016-03-21
0,0,0.0,0.0,0.0,35.0,490.1,2,1,29.9569,93.1989,2016-03-20
0,0,0.0,0.0,0.0,35.0,333.6,2,1,29.8667,98.0065,2016-03-15
0,1,0.0,4.7,3349.65,39.7,86.3,5,1,26.245,92.2565,2016-03-13
0,0,0.0,0.0,0.0,35.0,860.2,2,1,36.5452,84.0352,2016-03-11
0,0,0.0,0.0,0.0,35.0,471.6,2,1,30.4216,99.8575,2016-03-09
1,2,4.2,4.8,5393.61,54.3,16.7,2,1,4.8836,94.5959,2016-03-08
0,0,0.0,0.0,0.0,35.0,53.8,5,1,22.7585,93.9433,2016-03-07
0,0,0.0,0.0,0.0,35.0,101.4,2,1,20.98,95.0238,2016-03-07
0,1,0.0,4.1,1188.5,24.7,354.4,2,1,29.7391,69.9154,2016-03-02
1,2,4.4,4.4,3674.07,200.7,1013.1,2,1,36.0236,68.7058,2016-03-01
0,1,0.0,5.1,6683.44,10.0,12.7,5,1,13.4762,93.915,2016-02-27
1,3,5.1,5.2,15815.22,20.5,45.1,3,1,27.8322,85.7365,2016-02-24
0,0,0.0,0.0,0.0,35.0,593.2,2,1,32.0565,95.0448,2016-02-23
1,1,4.8,4.8,3981.07,23.6,98.6,5,1,7.122,92.1235,2016-02-22
0,2,0.0,5.2,9131.78,22.3,90.5,3,1,27.9633,84.6943,2016-02-21
0,0,0.0,0.0,0.0,35.0,758.2,2,1,36.1288,78.0985,2016-02-21
2,24,4.4,5.2,49079.59,178.2,988.9,2,1,36.4892,70.8607,2016-02-21
0,0,0.0,0.0,0.0,35.0,126.6,5,1,6.9364,92.4103,2016-02-21
0,0,0.0,0.0,0.0,35.0,44.5,2,1,5.4002,94.5109,2016-02-17
0,0,0.0,0.0,0.0,35.0,126.3,5,1,26.196,93.4977,2016-02-16
7,26,4.5,5.2,53818.51,167.0,996.8,2,1,36.6957,71.4161,2016-02-13
0,0,0.0,0.0,0.0,35.0,340.5,2,1,30.8319,86.284,2016-02-09
0,0,0.0,0.0,0.0,35.0,277.1,2,1,26.0834,99.5903,2016-02-07
3,24,4.3,5.7,67998.16,150.4,1009.5,2,1,36.5279,70.3108,2016-02-07
0,1,0.0,4.5,2371.37,19.0,77.6,3,1,27.8782,85.3377,2016-02-05
0,2,0.0,4.6,4006.89,61.9,109.2,5,1,14.2933,93.204,2016-02-04
1,1,4.2,4.2,1412.54,11.4,852.5,2,1,34.7456,89.2272,2016-02-02
0,1,0.0,4.1,1188.5,35.0,25.1,5,1,13.7261,93.8004,2016-01-27
7,25,5.0,5.7,75497.01,156.6,1047.3,2,1,36.7511,69.8659,2016-01-26
7,25,5.0,5.7,74314.14,157.4,985.9,2,1,36.3695,70.5351,2016-01-26
5,20,4.8,6.3,114280.03,162.8,995.3,2,1,36.6676,71.3509,2016-01-23
3,19,4.8,6.3,111720.15,160.5,960.0,2,1,36.0766,70.3951,2016-01-22
0,0,0.0,0.0,0.0,35.0,110.2,2,1,28.0269,85.0515,2016-01-21
8,17,5.7,6.3,106739.08,168.3,1040.6,2,1,37.05,71.1693,2016-01-17
8,17,5.7,6.3,105367.71,171.5,1027.3,2,1,36.5317,69.7999,2016-01-16
7,16,5.7,6.3,102996.33,169.7,1002.6,2,1,36.4524,70.2817,2016-01-16
0,0,0.0,0.0,0.0,35.0,714.4,2,1,32.6531,91.6264,2016-01-13
5,14,5.7,6.3,100115.26,171.9,981.8,2,1,36.5107,71.2144,2016-01-13
4,14,5.0,6.3,83274.03,169.9,997.9,2,1,36.5979,70.9503,2016-01-12
3,13,5.2,6.3,78105.39,176.1,997.8,2,1,36.6015,70.9688,2016-01-08
1,1,4.9,4.9,4731.51,44.0,85.5,2,1,4.8644,96.1794,2016-01-08
0,1,0.0,4.7,3349.65,10.3,32.2,2,1,4.211,95.4763,2016-01-05
0,0,0.0,0.0,0.0,35.0,1050.2,2,1,36.429,97.6386,2016-01-04
0,1,0.0,4.0,1000.0,146.6,37.0,5,1,24.8036,93.6505,2016-01-03
4,14,4.5,6.3,74304.71,159.5,992.6,2,1,36.5426,70.932,2016-01-02
4,13,6.3,6.3,71933.33,156.2,996.8,2,1,36.5007,70.6274,2016-01-01
0,1,0.0,4.5,2371.37,109.7,1097.4,2,1,37.9288,72.5048,2016-01-01
3,13,4.4,5.0,27277.84,168.4,1055.9,2,1,37.2871,71.6407,2016-12-30
1,10,4.1,5.0,22681.54,161.1,982.2,2,1,36.0937,69.819,2016-12-28
0,16,0.0,6.5,110293.06,14.2,70.2,2,1,4.1368,96.0179,2016-12-26
1,1,4.3,4.3,1678.8,13.2,946.5,2,1,37.1442,84.9583,2016-12-20
0,0,0.0,0.0,0.0,35.0,47.3,2,1,5.4107,94.6109,2016-12-18
0,1,0.0,4.5,2371.37,37.8,651.4,5,1,34.0507,73.8062,2016-12-17
4,17,4.6,5.0,34555.92,143.0,995.6,2,1,36.5432,70.8246,2016-12-17
4,18,5.0,5.4,45636.33,146.5,974.3,2,1,36.2316,70.4468,2016-12-12
2,14,5.0,5.4,39490.08,145.3,1075.9,2,1,37.4749,71.6641,2016-12-11
14,14,6.5,6.5,104149.01,13.7,118.8,2,1,5.3016,96.2091,2016-12-11
11,11,6.5,6.5,97125.29,10.9,126.1,2,1,5.365,96.236,2016-12-09
0,0,0.0,0.0,0.0,35.0,803.4,2,1,34.1753,69.276,2016-12-08
0,0,0.0,0.0,0.0,35.0,172.6,5,1,23.447,94.8822,2016-12-08
4,16,4.6,5.4,38334.11,143.9,977.1,2,1,36.454,71.1604,2016-12-08
7,8,6.5,6.5,91982.69,24.9,101.1,2,1,5.1409,96.1472,2016-12-07
1,2,6.5,6.5,76401.96,69.7,111.1,2,1,5.2296,96.1855,2016-12-06
0,1,0.0,4.2,1412.54,126.3,114.3,2,1,5.2834,96.1678,2016-12-06
0,0,0.0,0.0,0.0,35.0,705.2,2,1,32.4198,92.116,2016-12-04
0,0,0.0,0.0,0.0,35.0,123.7,2,1,10.9345,91.886,2016-12-03
0,0,0.0,0.0,0.0,35.0,81.0,4,1,29.979,80.6321,2016-12-01
1,15,4.0,5.4,35565.92,135.5,1010.4,2,1,36.7509,71.0964,2016-12-01
0,0,0.0,0.0,0.0,35.0,62.2,3,1,27.8015,86.5319,2016-11-27
0,0,0.0,0.0,0.0,35.0,89.6,5,1,13.1382,93.0599,2016-11-25
0,0,0.0,0.0,0.0,35.0,593.0,2,1,33.227,72.7675,2016-11-24
0,0,0.0,0.0,0.0,35.0,502.0,2,1,27.7476,66.0661,2016-11-23
6,16,5.4,5.4,39629.47,131.4,1029.6,2,1,37.0095,71.4619,2016-11-22
6,14,5.4,5.4,41458.11,135.1,989.9,2,1,36.6173,71.3486,2016-11-18
0,1,0.0,4.5,2371.37,10.0,637.6,2,1,32.6865,96.1511,2016-11-17
1,1,4.1,4.1,1188.5,31.9,325.3,2,1,25.7955,99.9766,2016-11-17
3,15,4.7,5.1,36457.41,148.2,993.1,2,1,36.5242,70.8421,2016-11-15
0,1,0.0,4.4,1995.26,29.8,96.4,5,1,24.6475,92.3284,2016-11-15
4,18,4.5,5.1,37975.06,138.4,1046.6,2,1,37.1825,71.5387,2016-11-14
0,0,0.0,0.0,0.0,35.0,150.5,5,1,10.6904,93.6834,2016-11-13
2,15,4.2,5.1,32456.35,135.3,1000.8,2,1,36.4756,70.4134,2016-11-13
0,0,0.0,0.0,0.0,35.0,207.6,5,1,8.1719,94.3373,2016-10-30
0,2,0.0,4.5,4366.64,44.7,94.9,5,1,23.1261,92.8708,2016-10-26
0,2,0.0,4.5,4366.64,44.7,121.2,5,1,22.899,94.6,2016-10-26
0,0,0.0,0.0,0.0,35.0,115.0,5,1,7.0673,92.4518,2016-10-25
5,18,5.1,5.1,39291.13,164.3,969.3,2,1,36.3035,70.8596,2016-10-25
0,0,0.0,0.0,0.0,35.0,74.1,5,1,26.0659,90.2619,2016-10-23
7,16,5.1,5.1,33850.57,158.2,1048.1,2,1,37.2854,71.9225,2016-10-21
0,0,0.0,0.0,0.0,35.0,459.4,2,1,30.8984,69.8069,2016-10-20
8,17,4.6,4.6,30350.9,167.9,973.3,2,1,36.4437,71.2694,2016-10-20
4,4,5.9,5.9,34770.55,36.3,686.8,2,1,32.8633,94.757,2016-10-19
2,2,5.9,5.9,29956.9,36.2,692.3,2,1,32.9799,94.9965,2016-10-17
1,1,5.9,5.9,26607.25,35.0,681.0,2,1,32.8717,94.9881,2016-10-17
0,0,0.0,0.0,0.0,35.0,686.7,2,1,32.8959,94.8768,2016-10-17
7,17,4.6,4.6,29903.89,159.7,1038.0,2,1,37.1344,71.7134,2016-10-17
6,13,4.4,4.5,21306.33,156.3,1003.3,2,1,36.6166,70.827,2016-10-17
1,1,4.4,4.4,1995.26,113.2,1069.5,2,1,36.4125,68.229,2016-10-13
0,1,0.0,4.1,1188.5,65.9,37.9,2,1,4.7893,95.6808,2016-10-12
0,0,0.0,0.0,0.0,35.0,1287.8,2,1,5.3447,75.9427,2016-10-11
1,2,4.7,4.7,6168.04,118.4,151.8,5,1,24.8275,96.2738,2016-10-11
0,2,0.0,4.6,4497.19,102.5,97.1,5,1,25.2519,95.0006,2016-10-11
0,1,0.0,4.3,1678.8,63.5,103.5,5,1,23.1834,94.1855,2016-10-07
1,4,4.3,4.7,9078.64,33.2,745.1,5,1,34.9048,73.6822,2016-10-01
2,2,4.5,4.5,4366.64,88.4,980.3,2,1,36.9956,73.1955,2016-09-27
1,2,4.9,4.9,7102.89,57.9,224.8,5,1,8.3699,94.2744,2016-09-26
4,4,5.3,5.3,22146.08,19.1,435.1,2,1,30.1727,99.609,2016-09-26
1,1,4.1,4.1,1188.5,10.0,409.2,2,1,26.7962,66.1357,2016-09-24
0,4,0.0,4.7,10087.66,28.8,231.8,5,1,8.3937,94.3791,2016-09-23
0,0,0.0,0.0,0.0,35.0,263.6,2,1,26.1494,68.1516,2016-09-22
2,2,5.2,5.2,11292.94,22.7,437.8,2,1,30.1768,99.6502,2016-09-22
1,1,5.2,5.2,7943.28,22.0,436.6,2,1,30.1048,99.7368,2016-09-22
0,0,0.0,0.0,0.0,35.0,440.6,2,1,30.1819,99.6908,2016-09-22
0,0,0.0,0.0,0.0,35.0,83.0,5,1,25.2601,95.6127,2016-09-22
1,5,4.4,4.4,6407.8,165.7,1085.6,2,1,37.6217,71.8373,2016-09-20
2,3,5.0,5.0,11791.45,41.2,44.3,5,1,10.3504,92.6927,2016-09-19
1,1,4.7,4.7,3349.65,27.7,88.3,2,1,10.1636,91.7111,2016-09-15
0,0,0.0,0.0,0.0,35.0,98.3,2,1,10.2454,91.637,2016-09-13
0,1,0.0,4.7,3349.65,10.0,81.0,5,1,9.8342,93.2204,2016-09-11
1,1,4.3,4.3,1678.8,35.0,150.2,2,1,30.2163,82.6753,2016-09-10
0,5,0.0,4.8,13376.17,42.6,217.4,5,1,8.6016,93.8842,2016-09-08
1,1,4.5,4.5,2371.37,34.9,745.9,2,1,34.7371,73.098,2016-09-05
0,0,0.0,0.0,0.0,35.0,30.6,5,1,27.2224,96.8182,2016-09-03
0,0,0.0,0.0,0.0,35.0,271.5,5,1,28.6255,94.9397,2016-09-02
0,0,0.0,0.0,0.0,35.0,745.0,2,1,34.6817,72.9636,2016-09-02
5,16,4.4,4.6,28412.69,146.7,956.9,2,1,36.0392,70.373,2016-09-02
1,8,4.2,4.7,17341.05,21.9,681.5,2,1,34.339,86.186,2016-08-31
1,2,4.6,4.6,5189.76,22.5,277.8,4,1,31.4834,77.6806,2016-08-27
0,1,0.0,4.5,2371.37,35.1,276.6,4,1,31.4746,77.7102,2016-08-27
1,1,4.4,4.4,1995.26,10.0,353.2,2,1,9.0105,95.5605,2016-08-26
0,0,0.0,0.0,0.0,35.0,181.5,5,1,9.2319,93.9606,2016-08-26
1,3,6.8,6.8,137307.49,103.4,138.4,2,1,20.9317,94.6688,2016-08-24
0,2,0.0,5.1,11414.95,114.2,148.8,2,1,20.9228,94.569,2016-08-24
0,0,0.0,0.0,0.0,35.0,138.8,5,1,23.8972,94.6983,2016-08-23
1,12,4.4,4.5,21471.09,161.9,970.5,2,1,36.2732,70.7109,2016-08-22
0,1,0.0,4.4,1995.26,62.8,43.6,5,1,11.9017,93.5881,2016-08-18
0,3,0.0,5.1,13410.21,106.6,126.6,5,1,22.5185,94.7324,2016-08-15
1,1,4.5,4.5,2371.37,19.6,55.3,2,1,4.9139,94.9915,2016-08-14
6,6,4.7,4.7,13557.14,19.9,681.9,2,1,34.3389,86.1993,2016-08-14
5,5,4.7,4.7,10207.49,21.9,691.6,2,1,34.4055,86.2891,2016-08-12
2,11,4.4,4.5,18875.68,173.2,973.9,2,1,36.4108,71.1049,2016-08-11
1,1,4.5,4.5,2371.37,39.6,138.2,5,1,7.7291,93.6872,2016-08-11
0,0,0.0,0.0,0.0,35.0,122.5,5,1,7.59,93.6584,2016-08-11
4,4,4.4,4.4,6857.83,20.1,686.6,2,1,34.3687,86.2515,2016-08-11
0,0,0.0,0.0,0.0,35.0,46.6,2,1,4.6169,94.6716,2016-08-09
1,3,4.5,4.5,7114.12,108.8,920.0,2,1,35.2761,69.1851,2016-08-04
3,14,4.5,4.5,23197.76,165.8,976.1,2,1,36.1759,70.2216,2016-08-03
0,0,0.0,0.0,0.0,35.0,275.2,4,1,31.3148,76.9876,2016-08-01
1,1,4.9,4.9,4731.51,96.8,116.2,2,1,21.3109,94.9305,2016-08-01
0,0,0.0,0.0,0.0,35.0,366.2,2,1,21.809,99.8216,2016-07-29
1,6,4.3,4.5,8615.68,163.8,994.0,2,1,35.9853,69.1865,2016-07-27
0,3,0.0,4.5,6045.44,69.0,155.5,2,1,21.5143,94.5705,2016-07-27
0,0,0.0,0.0,0.0,35.0,410.3,2,1,25.7955,65.0807,2016-07-25
0,0,0.0,0.0,0.0,35.0,272.4,2,1,14.9748,96.4342,2016-07-24
1,14,4.1,5.3,32022.64,177.1,957.1,2,1,36.0289,70.3348,2016-07-19
0,0,0.0,0.0,0.0,35.0,350.2,2,1,31.3474,74.4464,2016-07-17
0,0,0.0,0.0,0.0,35.0,397.3,2,1,30.3812,98.3154,2016-07-17
0,0,0.0,0.0,0.0,35.0,205.3,2,1,15.4873,93.8979,2016-07-15
0,0,0.0,0.0,0.0,35.0,214.5,2,1,12.0821,95.1704,2016-07-13
0,0,0.0,0.0,0.0,35.0,696.5,2,1,30.8996,66.4706,2016-07-10
0,2,0.0,4.6,4497.19,74.9,29.7,5,1,22.4144,93.7739,2016-07-04
0,1,0.0,4.5,2371.37,83.1,115.3,5,1,24.9691,95.3737,2016-07-01
6,17,5.2,5.2,36240.73,135.6,992.9,2,1,36.5451,70.9306,2017-06-28
4,15,4.9,4.9,27467.64,123.7,988.6,2,1,36.4357,70.6732,2017-06-25
0,0,0.0,0.0,0.0,35.0,91.8,5,1,6.2687,94.2975,2017-06-25
0,3,0.0,4.3,2696.16,35.8,855.2,2,1,34.7453,69.4815,2017-06-22
8,16,4.4,4.6,25148.66,134.9,1001.5,2,1,36.7161,71.3078,2017-06-22
0,1,0.0,4.1,1188.5,107.2,116.8,5,1,23.0408,94.4765,2017-06-20
0,2,0.0,4.6,4006.89,100.5,41.2,5,1,24.6306,93.9674,2017-06-18
0,0,0.0,0.0,0.0,35.0,766.0,2,1,34.8708,72.9161,2017-06-14
2,2,4.6,4.6,3818.38,36.1,792.6,2,1,33.616,91.076,2017-06-13
1,12,4.1,4.5,18874.62,140.4,965.7,2,1,36.3624,71.223,2017-06-12
0,0,0.0,0.0,0.0,35.0,93.0,5,1,6.4255,92.6617,2017-06-12
